Sales Record Number,Buyer Username,Buyer Country,Ship To City,Ship To State,Item Number,Item Title,SKU,Sold Via Promoted Listings,Quantity,Sold For,Item Location,Total Price,Sale Date,Minimum Estimated Delivery Date,Maximum Estimated Delivery Date,Shipped On Date,Feedback Received,Shipping Service,Cancel_Order
12131,flokeyv,United States,Albany,CA,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",61.99,2022-07-04,2022-07-08,2022-07-08,2022-07-04,No Feedback,USPS Priority Mail Flat Rate Envelope,No
12130,tonypham1968,United States,Aurora,CO,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",55.67,2022-07-04,2022-07-08,2022-07-08,2022-07-04,No Feedback,USPS Parcel Select Ground,No
12129,zealot66,United States,grand rapids,MI,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,1.0,57.15,"Arlington Heights, Illinois",0.0,2022-07-04,2022-07-13,2022-07-15,2022-07-04,No Feedback,USPS Parcel Select Ground,Yes
12128,2012eliezer,United States,Kissimmee,FL,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,2.0,33.29,"Arlington Heights, Illinois",71.57,2022-07-04,2022-07-09,2022-07-09,2022-07-04,No Feedback,USPS Parcel Select Ground,No
12127,alexe.sorki,United States,Santa Fe,NM,133907112733,Lance Toast Chee Peanut Butter Crackers (40 ct.) (pack of 2),076410901473-S-P-L1-7.63,No,2.0,28.95,"Arlington Heights, Illinois",57.9,2022-07-04,2022-07-09,2022-07-09,2022-07-04,No Feedback,USPS Parcel Select Ground,No
12126,rimjob85,United States,Glen Cove,NY,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,1.0,57.15,"Arlington Heights, Illinois",0.0,2022-07-04,2022-07-14,2022-07-16,2022-07-04,No Feedback,USPS Parcel Select Ground,Yes
12125,topdog2669,United States,Colorado Springs,CO,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",54.19,2022-07-04,2022-07-09,2022-07-09,2022-07-04,none,USPS Parcel Select Ground,No
12124,guangzhonl-0,United States,Woodbridge,CT,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",90.39,2022-07-04,2022-07-09,2022-07-09,2022-07-04,No Feedback,USPS Priority Mail,No
12123,thehandmadecharm,United States,Woodhull,NY,133830204479,"Kirkland Signature Jasmine Rice, 50 Pound",096619698332-C-P-L1-42.00,No,1.0,68.95,"Arlington Heights, Illinois",68.95,2022-07-04,2022-07-08,2022-07-08,2022-07-04,No Feedback,USPS Parcel Select Ground,No
12122,ejprimm,United States,Virginia Beach,VA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",54.64,2022-07-04,2022-07-08,2022-07-08,2022-07-04,No Feedback,USPS Parcel Select Ground,No
12121,jalen_8293,United States,Iowa City,IA,133177630380,"3OWL Everglades 2-Person Tent Perfect for Backpacking, Camping, Outdoors ",IR-O85M-X0VD,No,2.0,25.6,"Arlington Heights, Illinois",54.27,2022-07-03,2022-07-09,2022-07-09,2022-07-03,No Feedback,USPS Priority Mail Flat Rate Envelope,No
12120,moneyharley,United States,Sault Sainte Marie,MI,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,1.0,57.15,"Arlington Heights, Illinois",0.0,2022-07-03,2022-07-14,2022-07-16,2022-07-03,positive,USPS Parcel Select Ground,Yes
12119,oreodogbone,United States,Spokane Valley,WA,133684850848,Acoustic Research Santa Cruz Bluetooth Outdoor Flame Speaker,044476136313-C-P-L1-99.99,No,1.0,135.99,"Arlington Heights, Illinois",0.0,2022-07-03,2022-07-14,2022-07-18,2022-07-03,No Feedback,USPS Parcel Select Ground,Yes
12118,lavon52,United States,aberdeen,MS,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",90.94,2022-07-03,2022-07-08,2022-07-08,2022-07-03,No Feedback,USPS Priority Mail,No
12117,kallipolis,United States,Tampa,FL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",91.36,2022-07-03,2022-07-09,2022-07-09,2022-07-03,No Feedback,USPS Priority Mail,No
12116,nichev_6434,United States,Arlington,VA,133801069916,"Popcorners Salt of the Earth, Crispy and Crunchy Popped Corn Chips, 1oz Bag X 24",810607020840-C-F-L1-9.36,No,1.0,24.99,"Arlington Heights, Illinois",25.61,2022-07-03,2022-07-08,2022-07-08,2022-07-03,No Feedback,USPS Parcel Select Ground,No
12115,chehen9,United States,Houlton,ME,134155378193,WOW World of Watersports Bingo Cockpit Inflatable Towable Cockpit,4897034347104-S-P-L1-199.98,No,1.0,279.99,"Arlington Heights, Illinois",0.0,2022-07-03,2022-07-09,2022-07-09,2022-07-03,No Feedback,USPS Parcel Select Ground,Yes
12114,pgiidzyner,United States,Phoenix,AZ,133862606813,"Kirkland Signature Protein Bars Chocolate Peanut Butter Chunk 2.12 oz, 20-count",096619356270-CB-P-L2-17.99-E,No,1.0,36.95,"Arlington Heights, Illinois",39.87,2022-07-03,2022-07-11,2022-07-11,2022-07-03,No Feedback,USPS Parcel Select Ground,No
12113,curda03,United States,Huntingdon Valley,PA,133343485251,Strike-A-Fire **NEW**,048789110251-W-P-L2-9.33,No,1.0,29.75,"Elk Grove Village, Illinois",31.54,2022-07-03,2022-07-09,2022-07-09,2022-07-03,none,USPS Parcel Select Ground,No
12112,mavericki8r8nob,United States,Rossford,OH,133591059584,"Kirkland Signature Extra-Large Absorbent Pads, 200 Large Pads, 30x23",096619966692-C-P-L1-35.98,No,1.0,59.95,"Arlington Heights, Illinois",64.3,2022-07-02,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12111,johnsmith413,United States,holyoke,MA,134149024977,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic,5456887654333-C-P-L1-42.99,No,1.0,80.99,"Arlington Heights, Illinois",86.05,2022-07-02,2022-07-09,2022-07-09,2022-07-02,positive,USPS Parcel Select Ground,No
12110,ratbro47,United States,Silver Spring,MD,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",90.09,2022-07-02,2022-07-08,2022-07-08,2022-07-02,none,USPS Priority Mail,No
12109,perrone8495,United States,Lancaster,PA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,2.0,44.99,"Arlington Heights, Illinois",89.98,2022-07-02,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12108,msc-1354,United States,Shelbyville,KY,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",54.64,2022-07-02,2022-07-09,2022-07-09,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12107,jnelson04094,United States,Ashville,AL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",91.79,2022-07-02,2022-07-08,2022-07-08,2022-07-02,No Feedback,USPS Priority Mail,No
12106,lo-918730,United States,Las Vegas,NV,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",92.11,2022-07-02,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Priority Mail,No
12105,trujillo5498,United States,Sacramento,CA,133767978247,"Cloverhill Bear Claw Strawberry Cheese Danish, 4.25 Ounce -- 36 per case.",085264800856-S-P-L1-23.94,No,1.0,41.99,"Arlington Heights, Illinois",41.99,2022-07-01,2022-07-11,2022-07-11,2022-07-02,none,USPS Parcel Select Ground,No
12104,south_texas_bargains,United States,vidor,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,2.0,84.99,"Schaumburg, Illinois",184.0,2022-07-01,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Priority Mail,No
12103,simoandre_6,United States,seattle,WA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",56.83,2022-07-01,2022-07-08,2022-07-08,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12102,glksnana13,United States,South bend,IN,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-11.49,No,1.0,26.99,"Elk Grove Village, Illinois",26.99,2022-07-01,2022-07-08,2022-07-08,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12101,law4788,United States,Williamsburg,KY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",90.09,2022-07-01,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Priority Mail,No
12100,cunn.ros,United States,Grants Pass,OR,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",84.99,2022-07-01,2022-07-12,2022-07-12,2022-07-02,No Feedback,USPS Priority Mail,No
12099,ectcjr2012,United States,Denver,CO,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",54.0,2022-07-01,2022-07-08,2022-07-08,2022-07-02,No Feedback,USPS Parcel Select Ground,No
12098,susansili1,United States,Bowling Green,VA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-58.99,No,1.0,84.99,"Schaumburg, Illinois",89.49,2022-07-01,2022-07-11,2022-07-11,2022-07-02,No Feedback,USPS Priority Mail,No
12097,eastman17,United States,Chiefland,FL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-07-01,2022-07-11,2022-07-11,2022-07-01,No Feedback,USPS Priority Mail,No
12096,stefis9581,United States,Joelton,TN,133619455350,"Horizon Organic Whole Milk, 18 Pk./8 Fl. Oz, 144 Fl Oz",036632071118-CB-P-L1-16.49,No,1.0,34.95,"Arlington Heights, Illinois",37.13,2022-06-30,2022-07-08,2022-07-08,2022-07-01,No Feedback,USPS Parcel Select Ground,No
12095,homesmartcamera,United States,Phoenix,AZ,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,2.0,57.15,"Arlington Heights, Illinois",124.13,2022-06-30,2022-07-05,2022-07-05,2022-07-01,No Feedback,USPS Parcel Select Ground,No
12094,picklep2pv2,United States,Gladewater,TX,133801069916,"Popcorners Salt of the Earth, Crispy and Crunchy Popped Corn Chips, 1oz Bag X 24",810607020840-C-F-L1-9.36,No,1.0,24.99,"Arlington Heights, Illinois",24.99,2022-06-30,2022-07-05,2022-07-05,2022-07-01,none,USPS Parcel Select Ground,No
12093,smokinmoe374,United States,Langhorne ,PA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-30,2022-07-06,2022-07-06,2022-07-01,positive,USPS Parcel Select Ground,No
12092,thinkparking1,United States,Lewistown,PA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.85,2022-06-30,2022-07-05,2022-07-05,2022-07-01,none,USPS Priority Mail,No
12091,colegate812,United States,Sunman,IN,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-30,2022-07-05,2022-07-05,2022-07-01,No Feedback,USPS Priority Mail,No
12090,emmarand-96,United States,Sumter,SC,134041713348,"Winware Madison 8qt Full-size Chafer, Roll-top, S/S, Heavyweight",842169105147-CB-P-L1-99.99,No,1.0,139.99,"Elk Grove Village, Illinois",151.19,2022-06-30,2022-07-07,2022-07-07,2022-07-01,No Feedback,USPS Priority Mail,No
12089,russellrobles356,United States,Windcrest,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.67,2022-06-30,2022-07-05,2022-07-05,2022-07-01,No Feedback,USPS Priority Mail,No
12088,dazeyscloset,United States,Baldwin,WI,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-11.49,No,1.0,26.99,"Elk Grove Village, Illinois",26.99,2022-06-30,2022-07-11,2022-07-11,2022-07-01,No Feedback,USPS Parcel Select Ground,No
12087,drygoodsandchattel,United States,Pahrump,NV,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,36.99,"Arlington Heights, Illinois",39.8,2022-06-30,2022-07-08,2022-07-08,2022-07-01,No Feedback,USPS Parcel Select Ground,No
12086,dovande_86,United States,Woodbury,MN,133815296359,"Hershey's Milk Chocolate Candy Bars, Bulk Candy, 1.55-Oz. Bars, 36 Count",034000240005-CB-P-L1-23.49,No,2.0,42.9,"Arlington Heights, Illinois",85.8,2022-06-30,2022-07-05,2022-07-05,2022-07-01,No Feedback,USPS Parcel Select Ground,No
11-08810-43062,stealth_hunter67,United States,SYLVANIA,GA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-30,2022-07-05,2022-07-05,2022-07-01,No Feedback,USPS Priority Mail,No
12084,train1953,United States,Milpitas,CA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.58,2022-06-30,2022-07-05,2022-07-05,2022-07-01,none,USPS Priority Mail,No
12083,shepttown,United States,Tulsa,OK,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.89,2022-06-30,2022-07-06,2022-07-06,2022-07-01,none,USPS Priority Mail,No
12082,richburg85,United States,Moncks Corner,SC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.47,2022-06-29,2022-07-05,2022-07-05,2022-06-30,No Feedback,USPS Priority Mail,No
12081,reis_dian,United States,Steilacoom,WA,134054941605,"Kirkland Signature Facial Tissue, 2-Ply - 90 ct - 12 pk",096619720897-C-P-L1-14.99,No,1.0,33.99,"Arlington Heights, Illinois",37.39,2022-06-29,2022-07-05,2022-07-05,2022-06-30,No Feedback,USPS Priority Mail,No
12080,scher-7381,United States,Magnolia,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.86,2022-06-29,2022-07-05,2022-07-05,2022-06-30,No Feedback,USPS Priority Mail,No
12079,b-8113,United States,Oneill,NE,134048296588,"Kirkland Signature Compactor Bags, 18 Gallon, Smart Fit  2 Pack (70 Count)",096619503292-CB-P-L1-25.78,No,1.0,45.99,"Arlington Heights, Illinois",49.21,2022-06-29,2022-07-08,2022-07-08,2022-06-30,No Feedback,USPS Parcel Select Ground,No
12078,dnla_58,United States,Grand Island,NE,134054936995,Gourmet Kitchn Lunchables Variety Pack 5 Snack Kits (30 Total) 15 Ham & Cheddar ,044700075456-C-P-L1-34.95,No,1.0,60.99,"Arlington Heights, Illinois",60.99,2022-06-29,2022-07-05,2022-07-05,2022-06-30,No Feedback,USPS Priority Mail,No
12077,lica_7764,United States,Marina Del Rey,CA,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,1.0,57.15,"Arlington Heights, Illinois",62.58,2022-06-29,2022-07-08,2022-07-08,2022-06-30,No Feedback,USPS Parcel Select Ground,No
12076,marq*3,United States,ARLINGTON,TX,133801733970,"Nachos Jalapeno Peppers Sliced 64 fl Oz/4 lb. Kosher, Spicy- PK of 2 Glass Jars",076397105154-S-P-L1-7.24,No,1.0,22.9,"Arlington Heights, Illinois",22.9,2022-06-29,2022-07-07,2022-07-07,2022-06-30,none,USPS Parcel Select Ground,No
12075,mgolake,United States,Mooresville,NC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.46,2022-06-29,2022-07-05,2022-07-05,2022-06-30,none,USPS Priority Mail,No
12074,tonytundra,United States,Stony Point,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.77,2022-06-29,2022-07-06,2022-07-06,2022-06-30,No Feedback,USPS Priority Mail,No
12073,zackmanone,United States,GREER,SC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-29,2022-07-05,2022-07-05,2022-06-30,positive,USPS Priority Mail,No
12072,zfuss2012,United States,Shelbyville,TN,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,36.99,"Arlington Heights, Illinois",40.6,2022-06-28,2022-07-05,2022-07-05,2022-06-28,No Feedback,USPS Parcel Select Ground,No
18-08802-34786,lzwill2010,United States,BUCKEYE,AZ,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.52,2022-06-28,2022-07-01,2022-07-01,2022-06-28,No Feedback,USPS Priority Mail,No
12070,gdmurphy1978,United States,Gainesville,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.46,2022-06-28,2022-07-01,2022-07-01,2022-06-28,No Feedback,USPS Priority Mail,No
12069,harold4616,United States,Uppr Marlboro,MD,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",54.65,2022-06-28,2022-07-02,2022-07-02,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12068,chuckamon2012,United States,Colts Neck,NJ,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,2.0,44.99,"Arlington Heights, Illinois",89.98,2022-06-28,2022-07-01,2022-07-01,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12067,baumannbrandon,United States,Stockton,CA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.28,2022-06-28,2022-07-02,2022-07-02,2022-06-28,No Feedback,USPS Priority Mail,No
12066,da_752801,United States,Long Beach,MS,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",55.16,2022-06-28,2022-07-01,2022-07-01,2022-06-28,none,USPS Parcel Select Ground,No
12065,caseshells,United States,Warwick,RI,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-28,2022-07-05,2022-07-05,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12064,unclesamsgunandpawn,United States,Hazel Green,KY,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-28,2022-07-01,2022-07-01,2022-06-28,none,USPS Parcel Select Ground,No
12063,kyx9f-67,United States,McKinleyville,CA,133862606813,"Kirkland Signature Protein Bars Chocolate Peanut Butter Chunk 2.12 oz, 20-count",096619356270-CB-P-L2-17.99-E,No,2.0,36.95,"Arlington Heights, Illinois",79.63,2022-06-28,2022-07-05,2022-07-05,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12062,usric.6uzn9m7,United States,Navarre,FL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,2.0,80.99,"Schaumburg, Illinois",173.32,2022-06-28,2022-07-01,2022-07-01,2022-06-28,none,USPS Priority Mail,No
12061,edoogray,United States,Victoria,TX,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-27,2022-06-30,2022-06-30,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12060,loph.w_46,United States,Ogden,UT,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,36.99,"Arlington Heights, Illinois",39.67,2022-06-27,2022-07-01,2022-07-01,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12059,bhey2960,United States,Escondido,CA,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,36.99,"Arlington Heights, Illinois",39.86,2022-06-27,2022-07-02,2022-07-02,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12058,bluewunder,United States,Hot Springs,AR,134048296588,"Kirkland Signature Compactor Bags, 18 Gallon, Smart Fit  2 Pack (70 Count)",096619503292-CB-P-L1-25.78,No,1.0,45.99,"Arlington Heights, Illinois",50.36,2022-06-27,2022-07-01,2022-07-01,2022-06-28,positive,USPS Parcel Select Ground,No
12057,manmonteh_0,United States,Spanaway,WA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.6,2022-06-27,2022-07-02,2022-07-02,2022-06-28,No Feedback,USPS Priority Mail,No
12056,dpey6402,United States,norton,OH,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",55.03,2022-06-27,2022-06-30,2022-06-30,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12055,txgoogan,United States,Bridge City,TX,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,36.99,"Arlington Heights, Illinois",40.04,2022-06-27,2022-07-01,2022-07-01,2022-06-28,none,USPS Parcel Select Ground,No
12054,f*a*p*,United States,Buford,GA,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,88.99,"Arlington Heights, Illinois",94.33,2022-06-27,2022-06-30,2022-06-30,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12053,paulent,United States,idaho springs,CO,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.72,2022-06-27,2022-07-08,2022-07-12,2022-06-28,No Feedback,USPS Priority Mail,No
12052,an.othermai,United States,Brier,WA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",89.49,2022-06-27,2022-07-02,2022-07-02,2022-06-28,No Feedback,USPS Priority Mail,No
12051,strieb66,United States,Payne,OH,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,51.55,"Arlington Heights, Illinois",55.29,2022-06-27,2022-06-30,2022-06-30,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12050,danroge8296,United States,Los Angeles,CA,133830204479,"Kirkland Signature Jasmine Rice, 50 Pound",096619698332-C-P-L1-42.00,No,2.0,68.95,"Arlington Heights, Illinois",137.9,2022-06-27,2022-07-08,2022-07-13,2022-06-28,No Feedback,USPS Parcel Select Ground,No
12049,nelsonz21,United States,Sullivan,IL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.86,2022-06-27,2022-07-01,2022-07-01,2022-06-28,No Feedback,USPS Priority Mail,No
12048,cambam1977,United States,Port Jervis,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.57,2022-06-27,2022-07-05,2022-07-05,2022-06-28,none,USPS Priority Mail,No
12047,garypimentel,United States,VISTA,CA,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-10.99,No,3.0,26.99,"Elk Grove Village, Illinois",80.97,2022-06-26,2022-06-30,2022-06-30,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12046,steelride,United States,Fort Mohave,AZ,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.53,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Priority Mail,No
12045,thorpeaholic,United States,San Diego,CA,133851051369,(Case of 12) Sterno Butane Fuel Cartridge. 8 Oz Butane camping Stove Cartridge.,076642501908-CB-P-L1-19.99,No,1.0,38.35,"Arlington Heights, Illinois",41.32,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12044,godsnowman,United States,Royse City,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.67,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Priority Mail,No
12043,fabrfa_1352,United States,Pompano Beach,FL,134149004440,Tommy Bahama Beach Umbrella 2020 Blue,080958409414-C-P-L1-29.99,No,1.0,57.15,"Arlington Heights, Illinois",61.15,2022-06-26,2022-06-30,2022-06-30,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12042,fl5dc,United States,saint louis,MO,133850884911,Tootsie Roll Andes Crème de Menthe Individually Wrapped Thin Mints 240 Count,041186000866-CB-F-L2-11.79,No,1.0,26.99,"Arlington Heights, Illinois",26.99,2022-06-26,2022-07-05,2022-07-05,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12041,donottou49,United States,Russellville,KY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.85,2022-06-26,2022-06-30,2022-06-30,2022-06-27,none,USPS Priority Mail,No
12040,raygiv_0,United States,Sand Springs,OK,134155378193,WOW World of Watersports Bingo Cockpit Inflatable Towable Cockpit,4897034347104-S-P-L1-199.98,No,1.0,279.99,"Arlington Heights, Illinois",293.62,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12039,pattenrd,United States,Stafford Spgs,CT,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",61.99,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Priority Mail Flat Rate Envelope,No
